#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
1665	[M+H]+	N/A	1	MoNA:692831 Nystatin	isolated	MoNA	0.0	spectra/specs_ms.mgf1665	InChI=1S/C47H75NO17/c1-27-17-15-13-11-9-7-5-6-8-10-12-14-16-18-34(64-46-44(58)41(48)43(57)30(4)63-46)24-38-40(45(59)60)37(54)26-47(61,65-38)25-36(53)35(52)20-19-31(49)21-32(50)22-33(51)23-39(55)62-29(3)28(2)42(27)56/h5-6,8,10-18,27-38,40-44,46,49-54,56-58,61H,7,9,19-26,48H2,1-4H3,(H,59,60)/b6-5+,10-8+,13-11+,14-12+,17-15+,18-16+/t27-,28-,29-,30+,31+,32+,33+,34-,35+,36+,37-,38-,40+,41-,42+,43+,44-,46-,47+/m0/s1	N/A	LC-ESI-QFT	 	LC-ESI-QFT	926.511	lib-00029.mgf	Bronze	3	0.731568	0.790516	0.000732422	1	MONA	MoNA	926.511	N/A	0	22	N/A	1	926.512	spectra/specs_ms.mgf	CCMSLIB00000566702	24025	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1680	M+H	 	1	8,9-dehydro Amphotericin A	Crude	amcaraballor	907.492	spectra/specs_ms.mgf1680	InChI=1S/C47H73NO16/c1-28-18-15-13-11-9-7-5-6-8-10-12-14-16-21-36(63-46-44(57)41(48)43(56)31(4)62-46)25-38-40(45(58)59)37(53)27-47(60,64-38)26-35(52)23-33(50)20-17-19-32(49)22-34(51)24-39(54)61-30(3)29(2)42(28)55/h5-6,8,10-18,20-21,28-38,40-44,46,49-53,55-57,60H,7,9,19,22-27,48H2,1-4H3,(H,58,59)/b6-5+,10-8+,13-11+,14-12+,18-15+,20-17+,21-16+/t28-,29-,30-,31-,32+,33-,34+,35-,36-,37-,38-,40?,41-,42+,43+,44-,46-,47+/m0/s1	 	qTof	Positive	LC-ESI	908.5	lib-00013.mgf	Bronze	3	0.725912	1.07492	0.000976562	1	GNPS-LIBRARY	Monica T Pupo	908.5	 	0	25	C[C@H]([C@@H](O)[C@H]([C@@H](OC(C[C@H](O)C[C@H](O)C/C=C/[C@H](O)C[C@H](O)C1)=O)C)C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@H]2[C@@H](O)[C@@H](N)[C@H](O)[C@H](C)O2)C[C@@H]3O[C@@]1(O)C[C@H](O)[C@H]3C(O)=O	1	908.501	spectra/specs_ms.mgf	CCMSLIB00000429794	25108	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1692	M+H	 	1	putative - Cer(d19:0/17:0 2-OH) 	Crude	Thomas Hoffmann	0.0	spectra/specs_ms.mgf1692	 	 	qTof	Positive	LC-ESI	584.561	lib-00013.mgf	Bronze	3	0.887621	0.52206	0.000305176	1	GNPS-LIBRARY	Dorrestein	584.561	 	0	8	 	1	584.561	spectra/specs_ms.mgf	CCMSLIB00000478655	5892	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1712	M+H	 	0	Putative (3-hydroxyheptadecanoyl)glycine	Lysate	aaksenov	0.0	spectra/specs_ms.mgf1712	 	 	qTof	Positive	LC-ESI	344.28	lib-00013.mgf	Bronze	3	0.933544	1.77283	0.000610352	1	GNPS-LIBRARY	Dorrestein	344.28	 	0	15	 	1	344.279	spectra/specs_ms.mgf	CCMSLIB00004679238	16589	UPDATE-SINGLE-ANNOTATED-BRONZE	 
173	M-2H2O+H	 	1	"(R)-4-((3S,5S,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	392.293	spectra/specs_ms.mgf173	"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16+,17+,18-,19+,20+,21+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	357.279	lib-00001.mgf	Gold	1	0.780131	1.11042	0.000396729	1	BILELIB19	Dorrestein	357.279	 	0	14	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)[C@@H](O)C[C@@]3([H])[C@@]2([H])CC[C@]4([H])[C@]3(C)CC[C@H](O)C4)CCC(O)=O	1	357.279	spectra/specs_ms.mgf	CCMSLIB00005464840	6971	UPDATE-SINGLE-ANNOTATED-GOLD	 
174	M+H	6921615	1	Spectral Match to Urobilin from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf174	N/A	N/A	HCD	Positive	ESI	591.317	lib-00032.mgf	Bronze	3	0.964771	1.44507	0.000854492	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	591.317	N/A	0	20	N/A	1	591.318	spectra/specs_ms.mgf	CCMSLIB00003137178	307569	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1745	M+H	19420565	1	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf1745	N/A	N/A	HCD	Positive	ESI	522.356	lib-00032.mgf	Bronze	3	0.940128	1.40215	0.000732422	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	522.356	N/A	0	15	N/A	1	522.355	spectra/specs_ms.mgf	CCMSLIB00003139248	77245	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1759	M-2H2O+H	 	1	"(4R)-4-((3R,5R,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	392.293	spectra/specs_ms.mgf1759	"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17-,18+,19+,20-,22+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	357.279	lib-00001.mgf	Gold	1	0.833881	0.854167	0.000305176	1	BILELIB19	Dorrestein	357.279	 	0	15	C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@]([C@@H]3CC[C@@]21C)([H])[C@H](O)C[C@]4([H])[C@]3(C)CC[C@@H](O)C4	1	357.279	spectra/specs_ms.mgf	CCMSLIB00005465032	23100	UPDATE-SINGLE-ANNOTATED-GOLD	 
1845	Cat	752166395	1	Spectral Match to Hemin cation from NIST14	Isolated	Data deposited by lamccall	0.0	spectra/specs_ms.mgf1845	N/A	N/A	QqQ	Positive	ESI	616.178	lib-00032.mgf	Bronze	3	0.935708	1.88203	0.00115967	1	GNPS-NIST14-MATCHES	Data from James McKerrow	616.178	N/A	0	12	N/A	1	616.177	spectra/specs_ms.mgf	CCMSLIB00003135419	3270	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1853	M+H	N/A	1	Spectral Match to Undecaethylene glycol tridecyl ether from NIST14	Isolated	Data deposited by abouslimani	0.0	spectra/specs_ms.mgf1853	N/A	N/A	QqQ	Positive	ESI	685.514	lib-00032.mgf	Bronze	3	0.8624	6.05442	0.00415039	1	GNPS-NIST14-MATCHES	Data from Maria Gloria Dominguez-Bello and Pieter Dorrestein	685.514	N/A	0	25	N/A	1	685.51	spectra/specs_ms.mgf	CCMSLIB00003137912	12041	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1863	[M+H]	"153439-40-8, 83799-24-0 (HCl)"	1	Fexofenadine HCl	Commercial	Garg_Neha	501.288	spectra/specs_ms.mgf1863	N/A	N/A	qTof	Positive	LC-ESI	502.295	lib-00020.mgf	Gold	1	0.963429	0.546807	0.000274658	1	GNPS-SELLECKCHEM-FDA-PART2	Dorrestein	502.295	N/A	0	18	C1(CCN(CC1)CCCC(C2=CC=C(C=C2)C(C(O)=O)(C)C)O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.Cl	1	502.295	spectra/specs_ms.mgf	CCMSLIB00000078609	58113	UPDATE-SINGLE-ANNOTATED-GOLD	 
1869	M+H-H2O	15935543	1	Spectral Match to Carboxyibuprofen from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf1869	N/A	N/A	HCD	Positive	ESI	219.101	lib-00032.mgf	Bronze	3	0.954542	2.29821	0.00050354	1	GNPS-NIST14-MATCHES	Data from P. Dorrestein R. Knight	219.101	N/A	0	7	N/A	1	219.102	spectra/specs_ms.mgf	CCMSLIB00003135495	5508	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1871	M+H-H2O	5255174	1	Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf1871	N/A	N/A	HCD	Positive	ESI	357.279	lib-00032.mgf	Bronze	3	0.710713	1.96458	0.000701904	1	GNPS-NIST14-MATCHES	Data from P.Dorrestein	357.279	N/A	0	12	N/A	1	357.278	spectra/specs_ms.mgf	CCMSLIB00003135494	4310	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1882	M-2H2O+H	81-25-4	1	Cholic acid	Commercial	Robin Schmid	408.288	spectra/specs_ms.mgf1882	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	BHQCQFFYRZLCQQ-OELDTZBJSA-N	qTof	Positive	LC-ESI	373.274	lib-00013.mgf	Bronze	3	0.891961	1.55337	0.000579834	1	GNPS-LIBRARY	Uwe Karst	373.274	 	0	15	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O	1	373.273	spectra/specs_ms.mgf	CCMSLIB00005435975	73980	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1883	M-3H2O+H	81-25-4	1	Cholic acid	Commercial	Robin Schmid	408.288	spectra/specs_ms.mgf1883	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	BHQCQFFYRZLCQQ-OELDTZBJSA-N	qTof	Positive	LC-ESI	355.263	lib-00013.mgf	Bronze	3	0.874296	0.859014	0.000305176	1	GNPS-LIBRARY	Uwe Karst	355.263	 	0	15	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O	1	355.263	spectra/specs_ms.mgf	CCMSLIB00005435979	47780	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1890	M+H-H2O	128132	1	Spectral Match to Ursodeoxycholic acid from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf1890	N/A	N/A	HCD	Positive	ESI	375.289	lib-00032.mgf	Bronze	3	0.876293	1.05713	0.000396729	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	375.289	N/A	0	14	N/A	1	375.289	spectra/specs_ms.mgf	CCMSLIB00003139029	31030	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1898	M+H	 	1	Pyocyanin	Lysate	negarg	210.079	spectra/specs_ms.mgf1898	InChI=1S/C13H10N2O/c1-15-10-6-3-2-5-9(10)14-13-11(15)7-4-8-12(13)16/h2-8H,1H3	 	qTof	Positive	LC-ESI	211.087	lib-00013.mgf	Bronze	3	0.976277	8.52983	0.00180054	1	GNPS-LIBRARY	Pieter C Dorrestein	211.087	 	0	5	CN1C2=CC=CC=C2N=C3C1=CC=CC3=O	1	211.085	spectra/specs_ms.mgf	CCMSLIB00000839195	12170	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1900	M+H	 	1	phenazine-1-carboxylic acid	Lysate	negarg	224.059	spectra/specs_ms.mgf1900	InChI=1S/C13H8N2O2/c16-13(17)8-4-3-7-11-12(8)15-10-6-2-1-5-9(10)14-11/h1-7H,(H,16,17)	 	qTof	Positive	LC-ESI	225.066	lib-00013.mgf	Bronze	3	0.969777	2.64408	0.000595093	1	GNPS-LIBRARY	Pieter C Dorrestein	225.066	 	0	8	O=C(O)C1=CC=CC2=NC3=CC=CC=C3N=C12	1	225.065	spectra/specs_ms.mgf	CCMSLIB00000839196	92133	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1905	M+H	 N/A	1	mixedMS2: 2-(non-1-en-1-yl)quinolin-4-ol (Series 2 HAQ C9:1) and 2-nonylquinolin-4-ol (Series 1 HAQ C9 aka HNQ)	Crude	AMelnik	0.0	spectra/specs_ms.mgf1905	 N/A	 N/A	qTof	Positive	LC-ESI	272.203	lib-00013.mgf	Bronze	3	0.854178	8.85695	0.00241089	1	GNPS-LIBRARY	P. Dorrestein	272.203	 N/A	0	5	 N/A	1	272.201	spectra/specs_ms.mgf	CCMSLIB00000223948	54340	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1911	M+H	79-83-4	1	Pantothenic acid	Commercial	Prasad	219.111	spectra/specs_ms.mgf1911	"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1"	GHOKWGTUZJEAQD-ZETCQYMHSA-N	Orbitrap	Positive	DI-ESI	220.13	lib-00016.mgf	Gold	1	0.953151	58.1571	0.0128021	1	GNPS-EMBL-MCF	Alexandrov Theodore	220.13	988	0	9	N/A	1	220.117	spectra/specs_ms.mgf	CCMSLIB00000479726	21600	UPDATE-SINGLE-ANNOTATED-GOLD	 
1914	M+H	1052274-28-8	1	2-(2-nonen-1-yl)-4-Quinolinol	Crude	Bethany Okada	269.178	spectra/specs_ms.mgf1914	 	 	qTof	Positive	LC-ESI	270.186	lib-00013.mgf	Bronze	3	0.902208	4.40506	0.00119019	1	GNPS-LIBRARY	Seyedsayamdost	270.186	27367535	0	6	CCC=CCc1nc2ccccc2c(O)c1C	1	270.185	spectra/specs_ms.mgf	CCMSLIB00004679198	14800	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1916	M+H	 	1	NHQ_C9:db	Crude	AMelnik	0.0	spectra/specs_ms.mgf1916	 	 	qTof	Positive	LC-ESI	270.199	lib-00013.mgf	Bronze	3	0.784756	52.9711	0.0143127	1	GNPS-LIBRARY	P.Dorrestein	270.199	 	0	5	 	1	270.185	spectra/specs_ms.mgf	CCMSLIB00000223947	1833	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1919	M+H	123940932	1	Spectral Match to .omega.-3 Arachidonic acid ethyl ester from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf1919	N/A	N/A	HCD	Positive	ESI	333.279	lib-00032.mgf	Bronze	3	0.875815	1.46508	0.000488281	1	GNPS-NIST14-MATCHES	Data from P.Dorrestein	333.279	N/A	0	12	N/A	1	333.279	spectra/specs_ms.mgf	CCMSLIB00003137886	3383	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1950	M+H	 	1	Linoleoyl Ethanolamide	Commercial	lfnothias	0.0	spectra/specs_ms.mgf1950	 	 	qTof	Positive	LC-ESI	324.289	lib-00013.mgf	Bronze	3	0.766633	1.5057	0.000488281	1	GNPS-LIBRARY	Dorrestein	324.289	 	0	10	CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCCO	1	324.289	spectra/specs_ms.mgf	CCMSLIB00004684207	35380	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1954	M+H	N/A	1	"1,2,3,4-tetrahydroharmane-3-carboxylic acid"	Commercial	CASMI2016	0.0	spectra/specs_ms.mgf1954	"InChI=1S/C13H14N2O2/c1-7-12-9(6-11(14-7)13(16)17)8-4-2-3-5-10(8)15-12/h2-5,7,11,14-15H,6H2,1H3,(H,16,17)"	 	qTof	Positive	LC-ESI	231.114	lib-00027.mgf	Gold	1	0.877856	6.93239	0.00160217	1	CASMI	CASMI	231.114	73530	0	6	N/A	1	231.112	spectra/specs_ms.mgf	CCMSLIB00000579738	38900	UPDATE-SINGLE-ANNOTATED-GOLD	 
1986	M+H	2716532	1	Spectral Match to Monoelaidin from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf1986	N/A	N/A	HCD	Positive	ESI	357.299	lib-00032.mgf	Bronze	3	0.886926	1.11035	0.000396729	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	357.299	N/A	0	12	N/A	1	357.299	spectra/specs_ms.mgf	CCMSLIB00003136422	24393	UPDATE-SINGLE-ANNOTATED-BRONZE	Lipid
1987	M+H-H2O	53941381	1	Spectral Match to 3-Hydroxydodecanoic acid from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf1987	N/A	N/A	Q-TOF	Positive	ESI	199.17	lib-00032.mgf	Bronze	3	0.873664	3.98382	0.000793457	1	GNPS-NIST14-MATCHES	Data from P. Dorrestein R. Knight	199.17	N/A	0	7	N/A	1	199.169	spectra/specs_ms.mgf	CCMSLIB00003137201	1522	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2044	M-2H2O+H	 	1	"(R)-4-((3S,5S,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	crude	Emily Gentry	392.293	spectra/specs_ms.mgf2044	"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16+,17+,18-,19+,20+,21+,23+,24-/m1/s1"	N/A	qTof	Positive	ESI	357.279	lib-00001.mgf	Gold	1	0.796713	1.62292	0.000579834	1	BILELIB19	Dorrestein	357.279	 	0	13	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)[C@@H](O)C[C@@]3([H])[C@@]2([H])CC[C@]4([H])[C@]3(C)CC[C@H](O)C4)CCC(O)=O	1	357.278	spectra/specs_ms.mgf	CCMSLIB00005464840	5172	UPDATE-SINGLE-ANNOTATED-GOLD	 
2143	M+H-H2O	5130290	1	Spectral Match to 12-Ketodeoxycholic acid from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2143	N/A	N/A	HCD	Positive	ESI	373.274	lib-00032.mgf	Bronze	3	0.851763	1.55337	0.000579834	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	373.274	N/A	0	12	N/A	1	373.273	spectra/specs_ms.mgf	CCMSLIB00003135727	208320	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2159	M+H-H2O	64480666	1	Spectral Match to Glycoursodeoxycholic acid from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2159	N/A	N/A	HCD	Positive	ESI	432.311	lib-00032.mgf	Bronze	3	0.775464	1.41183	0.000610352	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	432.311	N/A	0	9	N/A	1	432.312	spectra/specs_ms.mgf	CCMSLIB00003137703	27748	UPDATE-SINGLE-ANNOTATED-BRONZE	 
216	M+H	63-91-2	0	L-PHENYLALANINE	Commercial standard	Prasad	165.079	spectra/specs_ms.mgf216	N/A	N/A	Q-Exactive Plus	Positive	LC-ESI	166.09	lib-00016.mgf	Gold	1	0.993143	25.2644	0.00419617	1	GNPS-EMBL-MCF	Alexandrov Theodore	166.09	6140	0	7	c1(C[C@@H](C(=O)O)N)ccccc1	1	166.086	spectra/specs_ms.mgf	CCMSLIB00000577901	109757	UPDATE-SINGLE-ANNOTATED-GOLD	 
2169	M+H	2420566	1	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2169	N/A	N/A	HCD	Positive	ESI	281.247	lib-00032.mgf	Bronze	3	0.847692	1.41061	0.000396729	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	281.247	N/A	0	11	N/A	1	281.247	spectra/specs_ms.mgf	CCMSLIB00003136151	38190	UPDATE-SINGLE-ANNOTATED-BRONZE	Lipid
2170	M-2(H2O)+H	360-65-6	1	glycodeoxycholic acid	commercial	A. Jarmusch	449.314	spectra/specs_ms.mgf2170	1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15?,16-,17-,18+,19-,20+,21+,22+,25?,26?/m1/s1	N/A	Orbitrap	Positive	ESI	414.301	lib-00001.mgf	Gold	1	0.717093	1.39955	0.000579834	1	BILELIB19	Dorrestein	414.301	N/A	0	11	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	1	414.3	spectra/specs_ms.mgf	CCMSLIB00005435519	7070	UPDATE-SINGLE-ANNOTATED-GOLD	 
2176	M+H	N/A	1	Spectral Match to Glu Phe from METLIN	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf2176	InChI=1S/C14H18N2O5/c15-10(13(18)19)6-7-12(17)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,17)(H,18,19)(H,20,21)/t10-,11-/m0/s1	N/A	qTof	Positive	LC-ESI	295.128	lib-00032.mgf	Bronze	3	0.925453	3.10214	0.000915527	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	295.128	N/A	0	7	O=C(O)[C@H](CC1=CC=CC=C1)NC(CC[C@H](N)C(O)=O)=O	1	295.129	spectra/specs_ms.mgf	CCMSLIB00003139467	127860	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2177	M+H	1246303-17-2	1	18:1(2S-OH) Ceramide	commercial	lfnothias	539.528	spectra/specs_ms.mgf2177	n/a	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	540.535	lib-00025.mgf	Gold	1	0.953387	0.564581	0.000305176	1	GNPS-COLLECTIONS-MISC	Dorrestein/Wu	540.535	n/a	0	14	n/a	1	540.535	spectra/specs_ms.mgf	CCMSLIB00001058191	24877	UPDATE-SINGLE-ANNOTATED-GOLD	 
2186	M+H	N/A	1	Spectral Match to Phe-Pro from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.mgf2186	N/A	N/A	QqQ	Positive	ESI	263.139	lib-00032.mgf	Bronze	3	0.88016	0.811826	0.000213623	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	263.139	N/A	0	5	N/A	1	263.139	spectra/specs_ms.mgf	CCMSLIB00003137602	6204	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2194	M+H	60184	1	Spectral Match to L-Tyrosine from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf2194	N/A	N/A	HCD	Positive	ESI	182.083	lib-00032.mgf	Bronze	3	0.99013	13.1568	0.00239563	1	GNPS-NIST14-MATCHES	Data from Karin	182.083	N/A	0	7	N/A	1	182.081	spectra/specs_ms.mgf	CCMSLIB00003139994	29300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2195	M+H	5966289	1	Spectral Match to N-Oleoyl-4-sphingenine from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.mgf2195	N/A	N/A	QqIT	Positive	ESI	564.539	lib-00032.mgf	Bronze	3	0.836128	6.59502	0.00372314	1	GNPS-NIST14-MATCHES	Data from PDorrestein	564.539	N/A	0	6	N/A	1	564.535	spectra/specs_ms.mgf	CCMSLIB00003136188	51454	UPDATE-SINGLE-ANNOTATED-BRONZE	 
220	2M+H	83443	1	Spectral Match to Deoxycholic acid from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf220	N/A	N/A	Q-TOF	Positive	ESI	785.593	lib-00032.mgf	Bronze	3	0.963608	0.543852	0.000427246	1	GNPS-NIST14-MATCHES	Data from Karin	785.593	N/A	0	26	N/A	1	785.593	spectra/specs_ms.mgf	CCMSLIB00003135382	674541	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2214	M+H	6665163	1	Spectral Match to Ser-Leu from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.mgf2214	N/A	N/A	Q-TOF	Positive	ESI	219.134	lib-00032.mgf	Bronze	3	0.793749	3.20308	0.000701904	1	GNPS-NIST14-MATCHES	Data from Chris Turck	219.134	N/A	0	5	N/A	1	219.133	spectra/specs_ms.mgf	CCMSLIB00003139078	2473	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2216	M+H-H2O	552636	1	Spectral Match to Tropic acid from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf2216	N/A	N/A	Q-TOF	Positive	ESI	149.059	lib-00032.mgf	Bronze	3	0.888205	2.66155	0.000396729	1	GNPS-NIST14-MATCHES	Data from Karin	149.059	N/A	0	5	N/A	1	149.059	spectra/specs_ms.mgf	CCMSLIB00003135706	2645	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2226	M-2H2O+H	302-95-4	1	DEOXYCHOLATE	Commercial	Kelly Weldon	392.293	spectra/specs_ms.mgf2226	InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1	N/A	Orbitrap	Positive	ESI	357.279	lib-00015.mgf	Gold	1	0.815962	2.47708	0.00088501	1	GNPS-MSMLS	Dorrestein	357.279	222528.0	0	14	[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C	1	357.278	spectra/specs_ms.mgf	CCMSLIB00005463897	3929	UPDATE-SINGLE-ANNOTATED-GOLD	 
223	M+H	5579668	1	Spectral Match to Decaethylene glycol from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.mgf223	N/A	N/A	QqQ	Positive	ESI	459.28	lib-00032.mgf	Bronze	3	0.991246	0.19934	9.15527e-05	1	GNPS-NIST14-MATCHES	Data from Rob Knight	459.28	N/A	0	19	N/A	1	459.28	spectra/specs_ms.mgf	CCMSLIB00003137173	343600	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2232	M+H	 	1	Ceramide (18:1/16:0)	Other	Quinn	537.512	spectra/specs_ms.mgf2232	 	 	qTof	Positive	LC-ESI	538.52	lib-00013.mgf	Bronze	3	0.754198	0.680032	0.000366211	1	GNPS-LIBRARY	Rohwer	538.52	7850623	0	12	 	1	538.52	spectra/specs_ms.mgf	CCMSLIB00000223895	120709	UPDATE-SINGLE-ANNOTATED-BRONZE	 
